meter_name,read_at,unit,value
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),23/03/2021 00:00:00 +1100,kWh,45.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),24/03/2021 00:00:00 +1100,kWh,52.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),25/03/2021 00:00:00 +1100,kWh,65.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),26/03/2021 00:00:00 +1100,kWh,62.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),27/03/2021 00:00:00 +1100,kWh,8.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),28/03/2021 00:00:00 +1100,kWh,8.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),29/03/2021 00:00:00 +1100,kWh,49.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),30/03/2021 00:00:00 +1100,kWh,54.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),31/03/2021 00:00:00 +1100,kWh,56.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),01/04/2021 00:00:00 +1100,kWh,43.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),02/04/2021 00:00:00 +1100,kWh,9.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),03/04/2021 00:00:00 +1100,kWh,9.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),04/04/2021 00:00:00 +1100,kWh,10.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),05/04/2021 00:00:00 +1000,kWh,9.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),06/04/2021 00:00:00 +1000,kWh,17.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),07/04/2021 00:00:00 +1000,kWh,46.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),08/04/2021 00:00:00 +1000,kWh,51.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),09/04/2021 00:00:00 +1000,kWh,54.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),10/04/2021 00:00:00 +1000,kWh,9.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),11/04/2021 00:00:00 +1000,kWh,8.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),12/04/2021 00:00:00 +1000,kWh,36.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),13/04/2021 00:00:00 +1000,kWh,38.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),14/04/2021 00:00:00 +1000,kWh,44.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),15/04/2021 00:00:00 +1000,kWh,48.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),16/04/2021 00:00:00 +1000,kWh,50.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),17/04/2021 00:00:00 +1000,kWh,10.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),18/04/2021 00:00:00 +1000,kWh,6.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),19/04/2021 00:00:00 +1000,kWh,43.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),20/04/2021 00:00:00 +1000,kWh,47.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),21/04/2021 00:00:00 +1000,kWh,47.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),22/04/2021 00:00:00 +1000,kWh,50.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),23/04/2021 00:00:00 +1000,kWh,54.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),24/04/2021 00:00:00 +1000,kWh,22.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),25/04/2021 00:00:00 +1000,kWh,11.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),26/04/2021 00:00:00 +1000,kWh,46.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),27/04/2021 00:00:00 +1000,kWh,47.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),28/04/2021 00:00:00 +1000,kWh,50.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),29/04/2021 00:00:00 +1000,kWh,52.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),30/04/2021 00:00:00 +1000,kWh,45.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),01/05/2021 00:00:00 +1000,kWh,18.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),02/05/2021 00:00:00 +1000,kWh,18.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),03/05/2021 00:00:00 +1000,kWh,48.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),04/05/2021 00:00:00 +1000,kWh,50.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),05/05/2021 00:00:00 +1000,kWh,53.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),06/05/2021 00:00:00 +1000,kWh,54.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),07/05/2021 00:00:00 +1000,kWh,46.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),08/05/2021 00:00:00 +1000,kWh,8.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),09/05/2021 00:00:00 +1000,kWh,8.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),10/05/2021 00:00:00 +1000,kWh,44.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),11/05/2021 00:00:00 +1000,kWh,62.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),12/05/2021 00:00:00 +1000,kWh,71.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),13/05/2021 00:00:00 +1000,kWh,65.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),14/05/2021 00:00:00 +1000,kWh,59.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),15/05/2021 00:00:00 +1000,,
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),16/05/2021 00:00:00 +1000,,
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),17/05/2021 00:00:00 +1000,kWh,38.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),18/05/2021 00:00:00 +1000,kWh,66.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),19/05/2021 00:00:00 +1000,kWh,74.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),20/05/2021 00:00:00 +1000,kWh,68.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),21/05/2021 00:00:00 +1000,kWh,52.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),22/05/2021 00:00:00 +1000,kWh,24.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),23/05/2021 00:00:00 +1000,kWh,17.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),24/05/2021 00:00:00 +1000,kWh,46.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),25/05/2021 00:00:00 +1000,kWh,58.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),26/05/2021 00:00:00 +1000,kWh,38.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),27/05/2021 00:00:00 +1000,kWh,36.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),28/05/2021 00:00:00 +1000,kWh,45.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),29/05/2021 00:00:00 +1000,kWh,21.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),30/05/2021 00:00:00 +1000,kWh,6.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),31/05/2021 00:00:00 +1000,kWh,41.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),01/06/2021 00:00:00 +1000,kWh,48.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),02/06/2021 00:00:00 +1000,kWh,49.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),03/06/2021 00:00:00 +1000,kWh,57.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),04/06/2021 00:00:00 +1000,kWh,55.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),05/06/2021 00:00:00 +1000,kWh,26.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),06/06/2021 00:00:00 +1000,kWh,15.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),07/06/2021 00:00:00 +1000,kWh,52.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),08/06/2021 00:00:00 +1000,kWh,70.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),09/06/2021 00:00:00 +1000,kWh,49.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),10/06/2021 00:00:00 +1000,kWh,54.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),11/06/2021 00:00:00 +1000,kWh,50.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),12/06/2021 00:00:00 +1000,kWh,21.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),13/06/2021 00:00:00 +1000,kWh,10.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),14/06/2021 00:00:00 +1000,kWh,43.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),15/06/2021 00:00:00 +1000,kWh,49.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),16/06/2021 00:00:00 +1000,kWh,43.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),17/06/2021 00:00:00 +1000,kWh,55.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),18/06/2021 00:00:00 +1000,kWh,56.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),19/06/2021 00:00:00 +1000,kWh,6.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),20/06/2021 00:00:00 +1000,kWh,5.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),21/06/2021 00:00:00 +1000,kWh,53.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),22/06/2021 00:00:00 +1000,kWh,69.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),23/06/2021 00:00:00 +1000,kWh,53.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),24/06/2021 00:00:00 +1000,kWh,41.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),25/06/2021 00:00:00 +1000,kWh,45.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),26/06/2021 00:00:00 +1000,kWh,27.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),27/06/2021 00:00:00 +1000,kWh,25.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),28/06/2021 00:00:00 +1000,kWh,54.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),29/06/2021 00:00:00 +1000,kWh,56.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),30/06/2021 00:00:00 +1000,kWh,59.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),01/07/2021 00:00:00 +1000,kWh,54.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),02/07/2021 00:00:00 +1000,kWh,49.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),03/07/2021 00:00:00 +1000,kWh,7.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),04/07/2021 00:00:00 +1000,kWh,17.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),05/07/2021 00:00:00 +1000,kWh,47.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),06/07/2021 00:00:00 +1000,kWh,56.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),07/07/2021 00:00:00 +1000,kWh,38.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),08/07/2021 00:00:00 +1000,kWh,49.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),09/07/2021 00:00:00 +1000,kWh,39.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),10/07/2021 00:00:00 +1000,kWh,21.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),11/07/2021 00:00:00 +1000,kWh,25.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),12/07/2021 00:00:00 +1000,kWh,40.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),13/07/2021 00:00:00 +1000,kWh,45.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),14/07/2021 00:00:00 +1000,kWh,42.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),15/07/2021 00:00:00 +1000,kWh,51.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),16/07/2021 00:00:00 +1000,kWh,49.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),17/07/2021 00:00:00 +1000,kWh,34.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),18/07/2021 00:00:00 +1000,kWh,38.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),19/07/2021 00:00:00 +1000,kWh,57.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),20/07/2021 00:00:00 +1000,kWh,57.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),21/07/2021 00:00:00 +1000,kWh,58.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),22/07/2021 00:00:00 +1000,kWh,60.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),23/07/2021 00:00:00 +1000,kWh,52.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),24/07/2021 00:00:00 +1000,kWh,25.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),25/07/2021 00:00:00 +1000,kWh,26.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),26/07/2021 00:00:00 +1000,kWh,58.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),27/07/2021 00:00:00 +1000,kWh,66.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),28/07/2021 00:00:00 +1000,kWh,57.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),29/07/2021 00:00:00 +1000,kWh,68.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),30/07/2021 00:00:00 +1000,kWh,52.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),31/07/2021 00:00:00 +1000,kWh,15.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),01/08/2021 00:00:00 +1000,kWh,13.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),02/08/2021 00:00:00 +1000,kWh,48.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),03/08/2021 00:00:00 +1000,kWh,58.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),04/08/2021 00:00:00 +1000,kWh,60.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),05/08/2021 00:00:00 +1000,kWh,50.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),06/08/2021 00:00:00 +1000,kWh,43.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),07/08/2021 00:00:00 +1000,kWh,17.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),08/08/2021 00:00:00 +1000,kWh,16.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),09/08/2021 00:00:00 +1000,kWh,38.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),10/08/2021 00:00:00 +1000,kWh,50.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),11/08/2021 00:00:00 +1000,kWh,49.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),12/08/2021 00:00:00 +1000,kWh,45.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),13/08/2021 00:00:00 +1000,kWh,40.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),14/08/2021 00:00:00 +1000,kWh,6.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),15/08/2021 00:00:00 +1000,kWh,6.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),16/08/2021 00:00:00 +1000,kWh,37.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),17/08/2021 00:00:00 +1000,kWh,54.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),18/08/2021 00:00:00 +1000,kWh,41.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),19/08/2021 00:00:00 +1000,kWh,43.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),20/08/2021 00:00:00 +1000,kWh,57.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),21/08/2021 00:00:00 +1000,kWh,22.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),22/08/2021 00:00:00 +1000,kWh,23.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),23/08/2021 00:00:00 +1000,kWh,46.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),24/08/2021 00:00:00 +1000,kWh,53.3
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),25/08/2021 00:00:00 +1000,kWh,51.9
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),26/08/2021 00:00:00 +1000,kWh,56.2
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),27/08/2021 00:00:00 +1000,kWh,48.0
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),28/08/2021 00:00:00 +1000,kWh,22.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),29/08/2021 00:00:00 +1000,kWh,24.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),30/08/2021 00:00:00 +1000,kWh,46.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),31/08/2021 00:00:00 +1000,kWh,49.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),01/09/2021 00:00:00 +1000,kWh,46.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),02/09/2021 00:00:00 +1000,kWh,36.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),03/09/2021 00:00:00 +1000,kWh,39.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),04/09/2021 00:00:00 +1000,kWh,23.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),05/09/2021 00:00:00 +1000,kWh,27.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),06/09/2021 00:00:00 +1000,kWh,48.6
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),07/09/2021 00:00:00 +1000,kWh,56.8
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),08/09/2021 00:00:00 +1000,kWh,38.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),09/09/2021 00:00:00 +1000,kWh,43.7
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),10/09/2021 00:00:00 +1000,kWh,37.1
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),11/09/2021 00:00:00 +1000,kWh,14.4
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),12/09/2021 00:00:00 +1000,kWh,19.5
Sub Meter - UBI: Building NP - NP2.112 (Tenant: Universal Motion Simulator),13/09/2021 00:00:00 +1000,kWh,35.0
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),01/04/2020 00:00:00 +1100,,
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),02/04/2020 00:00:00 +1100,,
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),03/04/2020 00:00:00 +1100,,
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),04/04/2020 00:00:00 +1100,,
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),05/04/2020 00:00:00 +1100,,
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),06/04/2020 00:00:00 +1000,,
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),07/04/2020 00:00:00 +1000,,
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),08/04/2020 00:00:00 +1000,,
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),09/04/2020 00:00:00 +1000,kWh,6.8
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),10/04/2020 00:00:00 +1000,kWh,12.2
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),11/04/2020 00:00:00 +1000,kWh,10.7
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),12/04/2020 00:00:00 +1000,kWh,12.5
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),13/04/2020 00:00:00 +1000,kWh,10.7
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),14/04/2020 00:00:00 +1000,kWh,10.9
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),15/04/2020 00:00:00 +1000,kWh,24.7
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),16/04/2020 00:00:00 +1000,kWh,17.1
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),17/04/2020 00:00:00 +1000,kWh,19.0
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),18/04/2020 00:00:00 +1000,kWh,13.8
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),19/04/2020 00:00:00 +1000,kWh,13.8
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),20/04/2020 00:00:00 +1000,kWh,24.4
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),21/04/2020 00:00:00 +1000,kWh,14.1
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),22/04/2020 00:00:00 +1000,kWh,14.9
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),23/04/2020 00:00:00 +1000,kWh,23.4
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),24/04/2020 00:00:00 +1000,kWh,14.2
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),25/04/2020 00:00:00 +1000,kWh,13.3
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),26/04/2020 00:00:00 +1000,kWh,13.7
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),27/04/2020 00:00:00 +1000,kWh,28.6
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),28/04/2020 00:00:00 +1000,kWh,24.7
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),29/04/2020 00:00:00 +1000,kWh,27.6
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),30/04/2020 00:00:00 +1000,kWh,33.0
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),01/05/2020 00:00:00 +1000,kWh,26.2
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),02/05/2020 00:00:00 +1000,kWh,12.8
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),03/05/2020 00:00:00 +1000,kWh,12.8
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),04/05/2020 00:00:00 +1000,kWh,28.6
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),05/05/2020 00:00:00 +1000,kWh,28.3
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),06/05/2020 00:00:00 +1000,kWh,28.3
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),07/05/2020 00:00:00 +1000,kWh,18.0
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),08/05/2020 00:00:00 +1000,kWh,24.9
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),09/05/2020 00:00:00 +1000,kWh,20.6
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),10/05/2020 00:00:00 +1000,kWh,20.5
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),11/05/2020 00:00:00 +1000,kWh,26.2
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),12/05/2020 00:00:00 +1000,kWh,35.7
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),13/05/2020 00:00:00 +1000,kWh,25.6
Sub Meter - UBI: Building NP - NP2.116 (Tenant: Universal Motion Simulator),14/05/2020 00:00:00 +1000,kWh,24.8
