meter_name,read_at,unit,value
Submeter - UBI: Building NP - Solar generated - Device 1813,23/05/2020 00:00:00 +1000,kWh,54.5
Submeter - UBI: Building NP - Solar generated - Device 1813,24/05/2020 00:00:00 +1000,kWh,60.7
Submeter - UBI: Building NP - Solar generated - Device 1813,25/05/2020 00:00:00 +1000,kWh,100.2
Submeter - UBI: Building NP - Solar generated - Device 1813,26/05/2020 00:00:00 +1000,kWh,76.7
Submeter - UBI: Building NP - Solar generated - Device 1813,27/05/2020 00:00:00 +1000,kWh,83.4
Submeter - UBI: Building NP - Solar generated - Device 1813,28/05/2020 00:00:00 +1000,kWh,61.1
Submeter - UBI: Building NP - Solar generated - Device 1813,29/05/2020 00:00:00 +1000,kWh,89.7
Submeter - UBI: Building NP - Solar generated - Device 1813,30/05/2020 00:00:00 +1000,kWh,87.1
Submeter - UBI: Building NP - Solar generated - Device 1813,31/05/2020 00:00:00 +1000,kWh,67.1
Submeter - UBI: Building NP - Solar generated - Device 1813,01/06/2020 00:00:00 +1000,kWh,51.7
Submeter - UBI: Building NP - Solar generated - Device 1813,02/06/2020 00:00:00 +1000,kWh,57.3
Submeter - UBI: Building NP - Solar generated - Device 1813,03/06/2020 00:00:00 +1000,kWh,59.8
Submeter - UBI: Building NP - Solar generated - Device 1813,04/06/2020 00:00:00 +1000,kWh,88.9
Submeter - UBI: Building NP - Solar generated - Device 1813,05/06/2020 00:00:00 +1000,kWh,90.5
Submeter - UBI: Building NP - Solar generated - Device 1813,06/06/2020 00:00:00 +1000,kWh,27.3
Submeter - UBI: Building NP - Solar generated - Device 1813,07/06/2020 00:00:00 +1000,kWh,49.8
Submeter - UBI: Building NP - Solar generated - Device 1813,08/06/2020 00:00:00 +1000,kWh,60.3
Submeter - UBI: Building NP - Solar generated - Device 1813,09/06/2020 00:00:00 +1000,kWh,90.7
Submeter - UBI: Building NP - Solar generated - Device 1813,10/06/2020 00:00:00 +1000,kWh,92.9
Submeter - UBI: Building NP - Solar generated - Device 1813,11/06/2020 00:00:00 +1000,kWh,79.7
Submeter - UBI: Building NP - Solar generated - Device 1813,12/06/2020 00:00:00 +1000,kWh,86.7
Submeter - UBI: Building NP - Solar generated - Device 1813,13/06/2020 00:00:00 +1000,kWh,4.6
Submeter - UBI: Building NP - Solar generated - Device 1813,14/06/2020 00:00:00 +1000,kWh,48.8
Submeter - UBI: Building NP - Solar generated - Device 1813,15/06/2020 00:00:00 +1000,kWh,51.6
Submeter - UBI: Building NP - Solar generated - Device 1813,16/06/2020 00:00:00 +1000,kWh,41.6
Submeter - UBI: Building NP - Solar generated - Device 1813,17/06/2020 00:00:00 +1000,kWh,58.9
Submeter - UBI: Building NP - Solar generated - Device 1813,18/06/2020 00:00:00 +1000,kWh,79.8
Submeter - UBI: Building NP - Solar generated - Device 1813,19/06/2020 00:00:00 +1000,kWh,62.8
Submeter - UBI: Building NP - Solar generated - Device 1813,20/06/2020 00:00:00 +1000,kWh,74.5
Submeter - UBI: Building NP - Solar generated - Device 1813,21/06/2020 00:00:00 +1000,kWh,41.2
Submeter - UBI: Building NP - Solar generated - Device 1813,22/06/2020 00:00:00 +1000,kWh,47.4
Submeter - UBI: Building NP - Solar generated - Device 1813,23/06/2020 00:00:00 +1000,kWh,78.8
Submeter - UBI: Building NP - Solar generated - Device 1813,24/06/2020 00:00:00 +1000,kWh,35.4
Submeter - UBI: Building NP - Solar generated - Device 1813,25/06/2020 00:00:00 +1000,kWh,54.2
Submeter - UBI: Building NP - Solar generated - Device 1813,26/06/2020 00:00:00 +1000,kWh,86.8
Submeter - UBI: Building NP - Solar generated - Device 1813,27/06/2020 00:00:00 +1000,kWh,72.5
Submeter - UBI: Building NP - Solar generated - Device 1813,28/06/2020 00:00:00 +1000,kWh,89.2
Submeter - UBI: Building NP - Solar generated - Device 1813,29/06/2020 00:00:00 +1000,kWh,89.2
Submeter - UBI: Building NP - Solar generated - Device 1813,30/06/2020 00:00:00 +1000,kWh,63.7
Submeter - UBI: Building NP - Solar generated - Device 1813,01/07/2020 00:00:00 +1000,kWh,86.8
Submeter - UBI: Building NP - Solar generated - Device 1813,02/07/2020 00:00:00 +1000,kWh,76.2
Submeter - UBI: Building NP - Solar generated - Device 1813,03/07/2020 00:00:00 +1000,kWh,29.3
Submeter - UBI: Building NP - Solar generated - Device 1813,04/07/2020 00:00:00 +1000,kWh,71.1
Submeter - UBI: Building NP - Solar generated - Device 1813,05/07/2020 00:00:00 +1000,kWh,47.0
Submeter - UBI: Building NP - Solar generated - Device 1813,06/07/2020 00:00:00 +1000,kWh,42.9
Submeter - UBI: Building NP - Solar generated - Device 1813,07/07/2020 00:00:00 +1000,kWh,33.7
Submeter - UBI: Building NP - Solar generated - Device 1813,08/07/2020 00:00:00 +1000,kWh,86.3
Submeter - UBI: Building NP - Solar generated - Device 1813,09/07/2020 00:00:00 +1000,kWh,80.1
Submeter - UBI: Building NP - Solar generated - Device 1813,10/07/2020 00:00:00 +1000,kWh,66.4
Submeter - UBI: Building NP - Solar generated - Device 1813,11/07/2020 00:00:00 +1000,kWh,28.8
Submeter - UBI: Building NP - Solar generated - Device 1813,12/07/2020 00:00:00 +1000,kWh,65.1
Submeter - UBI: Building NP - Solar generated - Device 1813,13/07/2020 00:00:00 +1000,kWh,60.1
Submeter - UBI: Building NP - Solar generated - Device 1813,14/07/2020 00:00:00 +1000,kWh,55.5
Submeter - UBI: Building NP - Solar generated - Device 1813,15/07/2020 00:00:00 +1000,kWh,82.1
Submeter - UBI: Building NP - Solar generated - Device 1813,16/07/2020 00:00:00 +1000,kWh,73.4
Submeter - UBI: Building NP - Solar generated - Device 1813,17/07/2020 00:00:00 +1000,kWh,77.4
Submeter - UBI: Building NP - Solar generated - Device 1813,18/07/2020 00:00:00 +1000,kWh,52.5
Submeter - UBI: Building NP - Solar generated - Device 1813,19/07/2020 00:00:00 +1000,kWh,72.6
Submeter - UBI: Building NP - Solar generated - Device 1813,20/07/2020 00:00:00 +1000,kWh,81.2
Submeter - UBI: Building NP - Solar generated - Device 1813,21/07/2020 00:00:00 +1000,kWh,65.5
Submeter - UBI: Building NP - Solar generated - Device 1813,22/07/2020 00:00:00 +1000,kWh,71.1
Submeter - UBI: Building NP - Solar generated - Device 1813,23/07/2020 00:00:00 +1000,kWh,50.3
Submeter - UBI: Building NP - Solar generated - Device 1813,24/07/2020 00:00:00 +1000,kWh,100.6
Submeter - UBI: Building NP - Solar generated - Device 1813,25/07/2020 00:00:00 +1000,kWh,90.6
Submeter - UBI: Building NP - Solar generated - Device 1813,26/07/2020 00:00:00 +1000,kWh,40.9
Submeter - UBI: Building NP - Solar generated - Device 1813,27/07/2020 00:00:00 +1000,kWh,68.3
Submeter - UBI: Building NP - Solar generated - Device 1813,28/07/2020 00:00:00 +1000,kWh,57.0
Submeter - UBI: Building NP - Solar generated - Device 1813,29/07/2020 00:00:00 +1000,kWh,102.3
Submeter - UBI: Building NP - Solar generated - Device 1813,30/07/2020 00:00:00 +1000,kWh,94.5
Submeter - UBI: Building NP - Solar generated - Device 1813,31/07/2020 00:00:00 +1000,kWh,100.7
Submeter - UBI: Building NP - Solar generated - Device 1813,01/08/2020 00:00:00 +1000,kWh,106.0
Submeter - UBI: Building NP - Solar generated - Device 1813,02/08/2020 00:00:00 +1000,kWh,106.1
Submeter - UBI: Building NP - Solar generated - Device 1813,03/08/2020 00:00:00 +1000,kWh,80.6
Submeter - UBI: Building NP - Solar generated - Device 1813,04/08/2020 00:00:00 +1000,kWh,80.1
Submeter - UBI: Building NP - Solar generated - Device 1813,05/08/2020 00:00:00 +1000,kWh,84.5
Submeter - UBI: Building NP - Solar generated - Device 1813,06/08/2020 00:00:00 +1000,kWh,90.4
Submeter - UBI: Building NP - Solar generated - Device 1813,07/08/2020 00:00:00 +1000,kWh,41.5
Submeter - UBI: Building NP - Solar generated - Device 1813,08/08/2020 00:00:00 +1000,kWh,38.9
Submeter - UBI: Building NP - Solar generated - Device 1813,09/08/2020 00:00:00 +1000,kWh,86.1
Submeter - UBI: Building NP - Solar generated - Device 1813,10/08/2020 00:00:00 +1000,kWh,117.1
Submeter - UBI: Building NP - Solar generated - Device 1813,11/08/2020 00:00:00 +1000,kWh,92.2
Submeter - UBI: Building NP - Solar generated - Device 1813,12/08/2020 00:00:00 +1000,kWh,101.0
Submeter - UBI: Building NP - Solar generated - Device 1813,13/08/2020 00:00:00 +1000,kWh,88.3
Submeter - UBI: Building NP - Solar generated - Device 1813,14/08/2020 00:00:00 +1000,kWh,44.9
Submeter - UBI: Building NP - Solar generated - Device 1813,15/08/2020 00:00:00 +1000,kWh,79.9
Submeter - UBI: Building NP - Solar generated - Device 1813,16/08/2020 00:00:00 +1000,kWh,91.3
Submeter - UBI: Building NP - Solar generated - Device 1813,17/08/2020 00:00:00 +1000,kWh,115.9
Submeter - UBI: Building NP - Solar generated - Device 1813,18/08/2020 00:00:00 +1000,kWh,116.5
Submeter - UBI: Building NP - Solar generated - Device 1813,19/08/2020 00:00:00 +1000,kWh,75.1
Submeter - UBI: Building NP - Solar generated - Device 1813,20/08/2020 00:00:00 +1000,kWh,111.0
Submeter - UBI: Building NP - Solar generated - Device 1813,21/08/2020 00:00:00 +1000,kWh,130.7
Submeter - UBI: Building NP - Solar generated - Device 1813,22/08/2020 00:00:00 +1000,kWh,74.7
Submeter - UBI: Building NP - Solar generated - Device 1813,23/08/2020 00:00:00 +1000,kWh,88.9
Submeter - UBI: Building NP - Solar generated - Device 1813,24/08/2020 00:00:00 +1000,kWh,108.6
Submeter - UBI: Building NP - Solar generated - Device 1813,25/08/2020 00:00:00 +1000,kWh,116.9
Submeter - UBI: Building NP - Solar generated - Device 1813,26/08/2020 00:00:00 +1000,kWh,109.8
Submeter - UBI: Building NP - Solar generated - Device 1813,27/08/2020 00:00:00 +1000,kWh,127.2
Submeter - UBI: Building NP - Solar generated - Device 1813,28/08/2020 00:00:00 +1000,kWh,148.1
Submeter - UBI: Building NP - Solar generated - Device 1813,29/08/2020 00:00:00 +1000,kWh,151.2
Submeter - UBI: Building NP - Solar generated - Device 1813,30/08/2020 00:00:00 +1000,kWh,57.8
Submeter - UBI: Building NP - Solar generated - Device 1813,31/08/2020 00:00:00 +1000,kWh,105.4
Submeter - UBI: Building NP - Solar generated - Device 1813,01/09/2020 00:00:00 +1000,kWh,145.7
Submeter - UBI: Building NP - Solar generated - Device 1813,02/09/2020 00:00:00 +1000,kWh,92.0
Submeter - UBI: Building NP - Solar generated - Device 1813,03/09/2020 00:00:00 +1000,kWh,122.6
Submeter - UBI: Building NP - Solar generated - Device 1813,04/09/2020 00:00:00 +1000,kWh,101.5
Submeter - UBI: Building NP - Solar generated - Device 1813,05/09/2020 00:00:00 +1000,kWh,142.3
Submeter - UBI: Building NP - Solar generated - Device 1813,06/09/2020 00:00:00 +1000,kWh,160.3
Submeter - UBI: Building NP - Solar generated - Device 1813,07/09/2020 00:00:00 +1000,kWh,157.9
Submeter - UBI: Building NP - Solar generated - Device 1813,08/09/2020 00:00:00 +1000,kWh,65.1
Submeter - UBI: Building NP - Solar generated - Device 1813,09/09/2020 00:00:00 +1000,kWh,148.8
Submeter - UBI: Building NP - Solar generated - Device 1813,10/09/2020 00:00:00 +1000,kWh,161.7
Submeter - UBI: Building NP - Solar generated - Device 1813,11/09/2020 00:00:00 +1000,kWh,92.5
Submeter - UBI: Building NP - Solar generated - Device 1813,12/09/2020 00:00:00 +1000,kWh,21.3
Submeter - UBI: Building NP - Solar generated - Device 1813,13/09/2020 00:00:00 +1000,kWh,174.2
Submeter - UBI: Building NP - Solar generated - Device 1813,14/09/2020 00:00:00 +1000,kWh,157.4
Submeter - UBI: Building NP - Solar generated - Device 1813,15/09/2020 00:00:00 +1000,kWh,158.8
Submeter - UBI: Building NP - Solar generated - Device 1813,16/09/2020 00:00:00 +1000,kWh,139.8
Submeter - UBI: Building NP - Solar generated - Device 1813,17/09/2020 00:00:00 +1000,kWh,77.2
Submeter - UBI: Building NP - Solar generated - Device 1813,18/09/2020 00:00:00 +1000,kWh,99.2
Submeter - UBI: Building NP - Solar generated - Device 1813,19/09/2020 00:00:00 +1000,kWh,137.1
Submeter - UBI: Building NP - Solar generated - Device 1813,20/09/2020 00:00:00 +1000,kWh,121.4
Submeter - UBI: Building NP - Solar generated - Device 1813,21/09/2020 00:00:00 +1000,kWh,173.9
Submeter - UBI: Building NP - Solar generated - Device 1813,22/09/2020 00:00:00 +1000,kWh,144.3
Submeter - UBI: Building NP - Solar generated - Device 1813,23/09/2020 00:00:00 +1000,kWh,145.5
Submeter - UBI: Building NP - Solar generated - Device 1813,24/09/2020 00:00:00 +1000,kWh,129.3
Submeter - UBI: Building NP - Solar generated - Device 1813,25/09/2020 00:00:00 +1000,kWh,101.51
Submeter - UBI: Building NP - Solar generated - Device 1813,26/09/2020 00:00:00 +1000,kWh,152.09
Submeter - UBI: Building NP - Solar generated - Device 1813,27/09/2020 00:00:00 +1000,kWh,143.3
Submeter - UBI: Building NP - Solar generated - Device 1813,28/09/2020 00:00:00 +1000,kWh,149.9
Submeter - UBI: Building NP - Solar generated - Device 1813,29/09/2020 00:00:00 +1000,kWh,143.4
Submeter - UBI: Building NP - Solar generated - Device 1813,30/09/2020 00:00:00 +1000,kWh,65.1
Submeter - UBI: Building NP - Solar generated - Device 1813,01/10/2020 00:00:00 +1000,kWh,184.4
Submeter - UBI: Building NP - Solar generated - Device 1813,02/10/2020 00:00:00 +1000,kWh,192.3
Submeter - UBI: Building NP - Solar generated - Device 1813,03/10/2020 00:00:00 +1000,kWh,174.0
Submeter - UBI: Building NP - Solar generated - Device 1813,04/10/2020 00:00:00 +1000,kWh,78.3
Submeter - UBI: Building NP - Solar generated - Device 1813,05/10/2020 00:00:00 +1100,kWh,130.9
Submeter - UBI: Building NP - Solar generated - Device 1813,06/10/2020 00:00:00 +1100,kWh,101.8
Submeter - UBI: Building NP - Solar generated - Device 1813,07/10/2020 00:00:00 +1100,kWh,57.4
Submeter - UBI: Building NP - Solar generated - Device 1813,08/10/2020 00:00:00 +1100,kWh,66.7
Submeter - UBI: Building NP - Solar generated - Device 1813,09/10/2020 00:00:00 +1100,kWh,134.0
Submeter - UBI: Building NP - Solar generated - Device 1813,10/10/2020 00:00:00 +1100,kWh,159.0
Submeter - UBI: Building NP - Solar generated - Device 1813,11/10/2020 00:00:00 +1100,kWh,128.6
Submeter - UBI: Building NP - Solar generated - Device 1813,12/10/2020 00:00:00 +1100,kWh,169.21
Submeter - UBI: Building NP - Solar generated - Device 1813,13/10/2020 00:00:00 +1100,kWh,154.49
Submeter - UBI: Building NP - Solar generated - Device 1813,14/10/2020 00:00:00 +1100,kWh,148.3
Submeter - UBI: Building NP - Solar generated - Device 1813,15/10/2020 00:00:00 +1100,kWh,54.2
Submeter - UBI: Building NP - Solar generated - Device 1813,16/10/2020 00:00:00 +1100,kWh,179.9
Submeter - UBI: Building NP - Solar generated - Device 1813,17/10/2020 00:00:00 +1100,kWh,101.4
Submeter - UBI: Building NP - Solar generated - Device 1813,18/10/2020 00:00:00 +1100,kWh,99.0
Submeter - UBI: Building NP - Solar generated - Device 1813,19/10/2020 00:00:00 +1100,kWh,116.9
Submeter - UBI: Building NP - Solar generated - Device 1813,20/10/2020 00:00:00 +1100,kWh,106.2
Submeter - UBI: Building NP - Solar generated - Device 1813,21/10/2020 00:00:00 +1100,kWh,149.2
Submeter - UBI: Building NP - Solar generated - Device 1813,22/10/2020 00:00:00 +1100,kWh,148.8
Submeter - UBI: Building NP - Solar generated - Device 1813,23/10/2020 00:00:00 +1100,kWh,96.1
Submeter - UBI: Building NP - Solar generated - Device 1813,24/10/2020 00:00:00 +1100,kWh,125.0
Submeter - UBI: Building NP - Solar generated - Device 1813,25/10/2020 00:00:00 +1100,kWh,150.4
Submeter - UBI: Building NP - Solar generated - Device 1813,26/10/2020 00:00:00 +1100,kWh,151.7
Submeter - UBI: Building NP - Solar generated - Device 1813,27/10/2020 00:00:00 +1100,kWh,102.9
Submeter - UBI: Building NP - Solar generated - Device 1813,28/10/2020 00:00:00 +1100,kWh,169.1
Submeter - UBI: Building NP - Solar generated - Device 1813,29/10/2020 00:00:00 +1100,kWh,126.9
Submeter - UBI: Building NP - Solar generated - Device 1813,30/10/2020 00:00:00 +1100,kWh,180.3
Submeter - UBI: Building NP - Solar generated - Device 1813,31/10/2020 00:00:00 +1100,kWh,144.81
Submeter - UBI: Building NP - Solar generated - Device 1813,01/11/2020 00:00:00 +1100,kWh,185.39
Submeter - UBI: Building NP - Solar generated - Device 1813,02/11/2020 00:00:00 +1100,kWh,212.1
Submeter - UBI: Building NP - Solar generated - Device 1813,03/11/2020 00:00:00 +1100,kWh,200.91
Submeter - UBI: Building NP - Solar generated - Device 1813,04/11/2020 00:00:00 +1100,kWh,66.29
Submeter - UBI: Building NP - Solar generated - Device 1813,05/11/2020 00:00:00 +1100,kWh,162.51
Submeter - UBI: Building NP - Solar generated - Device 1813,06/11/2020 00:00:00 +1100,kWh,121.79
Submeter - UBI: Building NP - Solar generated - Device 1813,07/11/2020 00:00:00 +1100,kWh,178.2
Submeter - UBI: Building NP - Solar generated - Device 1813,08/11/2020 00:00:00 +1100,kWh,236.2
Submeter - UBI: Building NP - Solar generated - Device 1813,09/11/2020 00:00:00 +1100,kWh,224.9
Submeter - UBI: Building NP - Solar generated - Device 1813,10/11/2020 00:00:00 +1100,kWh,201.8
Submeter - UBI: Building NP - Solar generated - Device 1813,11/11/2020 00:00:00 +1100,kWh,26.5
Submeter - UBI: Building NP - Solar generated - Device 1813,12/11/2020 00:00:00 +1100,kWh,147.8
Submeter - UBI: Building NP - Solar generated - Device 1813,13/11/2020 00:00:00 +1100,kWh,105.2
Submeter - UBI: Building NP - Solar generated - Device 1813,14/11/2020 00:00:00 +1100,kWh,155.9
Submeter - UBI: Building NP - Solar generated - Device 1813,15/11/2020 00:00:00 +1100,kWh,121.4
Submeter - UBI: Building NP - Solar generated - Device 1813,16/11/2020 00:00:00 +1100,kWh,208.31
Submeter - UBI: Building NP - Solar generated - Device 1813,17/11/2020 00:00:00 +1100,kWh,177.6
Submeter - UBI: Building NP - Solar generated - Device 1813,18/11/2020 00:00:00 +1100,kWh,211.29
Submeter - UBI: Building NP - Solar generated - Device 1813,19/11/2020 00:00:00 +1100,kWh,217.6
Submeter - UBI: Building NP - Solar generated - Device 1813,20/11/2020 00:00:00 +1100,kWh,224.3
Submeter - UBI: Building NP - Solar generated - Device 1813,21/11/2020 00:00:00 +1100,kWh,141.6
Submeter - UBI: Building NP - Solar generated - Device 1813,22/11/2020 00:00:00 +1100,kWh,114.8
Submeter - UBI: Building NP - Solar generated - Device 1813,23/11/2020 00:00:00 +1100,kWh,192.81
Submeter - UBI: Building NP - Solar generated - Device 1813,24/11/2020 00:00:00 +1100,kWh,121.6
Submeter - UBI: Building NP - Solar generated - Device 1813,25/11/2020 00:00:00 +1100,kWh,229.59
Submeter - UBI: Building NP - Solar generated - Device 1813,26/11/2020 00:00:00 +1100,kWh,205.4
Submeter - UBI: Building NP - Solar generated - Device 1813,27/11/2020 00:00:00 +1100,kWh,224.0
Submeter - UBI: Building NP - Solar generated - Device 1813,28/11/2020 00:00:00 +1100,kWh,68.4
Submeter - UBI: Building NP - Solar generated - Device 1813,29/11/2020 00:00:00 +1100,kWh,135.4
Submeter - UBI: Building NP - Solar generated - Device 1813,30/11/2020 00:00:00 +1100,kWh,218.7
Submeter - UBI: Building NP - Solar generated - Device 1813,01/12/2020 00:00:00 +1100,kWh,109.0
Submeter - UBI: Building NP - Solar generated - Device 1813,02/12/2020 00:00:00 +1100,kWh,171.5
Submeter - UBI: Building NP - Solar generated - Device 1813,03/12/2020 00:00:00 +1100,kWh,241.3
Submeter - UBI: Building NP - Solar generated - Device 1813,04/12/2020 00:00:00 +1100,kWh,221.3
Submeter - UBI: Building NP - Solar generated - Device 1813,05/12/2020 00:00:00 +1100,kWh,67.4
Submeter - UBI: Building NP - Solar generated - Device 1813,06/12/2020 00:00:00 +1100,kWh,161.0
Submeter - UBI: Building NP - Solar generated - Device 1813,07/12/2020 00:00:00 +1100,kWh,181.9
Submeter - UBI: Building NP - Solar generated - Device 1813,08/12/2020 00:00:00 +1100,kWh,148.4
Submeter - UBI: Building NP - Solar generated - Device 1813,09/12/2020 00:00:00 +1100,kWh,224.71
Submeter - UBI: Building NP - Solar generated - Device 1813,10/12/2020 00:00:00 +1100,kWh,199.89
Submeter - UBI: Building NP - Solar generated - Device 1813,11/12/2020 00:00:00 +1100,kWh,237.3
Submeter - UBI: Building NP - Solar generated - Device 1813,12/12/2020 00:00:00 +1100,kWh,242.6
Submeter - UBI: Building NP - Solar generated - Device 1813,13/12/2020 00:00:00 +1100,kWh,223.6
Submeter - UBI: Building NP - Solar generated - Device 1813,14/12/2020 00:00:00 +1100,kWh,238.7
Submeter - UBI: Building NP - Solar generated - Device 1813,15/12/2020 00:00:00 +1100,kWh,170.1
Submeter - UBI: Building NP - Solar generated - Device 1813,16/12/2020 00:00:00 +1100,kWh,119.7
Submeter - UBI: Building NP - Solar generated - Device 1813,17/12/2020 00:00:00 +1100,kWh,157.8
Submeter - UBI: Building NP - Solar generated - Device 1813,18/12/2020 00:00:00 +1100,kWh,178.5
Submeter - UBI: Building NP - Solar generated - Device 1813,19/12/2020 00:00:00 +1100,kWh,147.3
Submeter - UBI: Building NP - Solar generated - Device 1813,20/12/2020 00:00:00 +1100,kWh,215.6
Submeter - UBI: Building NP - Solar generated - Device 1813,21/12/2020 00:00:00 +1100,kWh,95.1
Submeter - UBI: Building NP - Solar generated - Device 1813,22/12/2020 00:00:00 +1100,kWh,92.8
Submeter - UBI: Building NP - Solar generated - Device 1813,23/12/2020 00:00:00 +1100,kWh,124.0
Submeter - UBI: Building NP - Solar generated - Device 1813,24/12/2020 00:00:00 +1100,kWh,175.1
Submeter - UBI: Building NP - Solar generated - Device 1813,25/12/2020 00:00:00 +1100,kWh,172.6
Submeter - UBI: Building NP - Solar generated - Device 1813,26/12/2020 00:00:00 +1100,kWh,246.0
Submeter - UBI: Building NP - Solar generated - Device 1813,27/12/2020 00:00:00 +1100,kWh,81.6
Submeter - UBI: Building NP - Solar generated - Device 1813,28/12/2020 00:00:00 +1100,kWh,168.9
Submeter - UBI: Building NP - Solar generated - Device 1813,29/12/2020 00:00:00 +1100,kWh,227.6
Submeter - UBI: Building NP - Solar generated - Device 1813,30/12/2020 00:00:00 +1100,kWh,154.5
