meter_name,read_at,unit,value
Submeter - UBI: Building NP - Solar generated - Device 1814,28/08/2020 00:00:00 +1000,kWh,133.9
Submeter - UBI: Building NP - Solar generated - Device 1814,29/08/2020 00:00:00 +1000,kWh,135.3
Submeter - UBI: Building NP - Solar generated - Device 1814,30/08/2020 00:00:00 +1000,kWh,52.0
Submeter - UBI: Building NP - Solar generated - Device 1814,31/08/2020 00:00:00 +1000,kWh,96.6
Submeter - UBI: Building NP - Solar generated - Device 1814,01/09/2020 00:00:00 +1000,kWh,132.0
Submeter - UBI: Building NP - Solar generated - Device 1814,02/09/2020 00:00:00 +1000,kWh,88.6
Submeter - UBI: Building NP - Solar generated - Device 1814,03/09/2020 00:00:00 +1000,kWh,106.9
Submeter - UBI: Building NP - Solar generated - Device 1814,04/09/2020 00:00:00 +1000,kWh,95.2
Submeter - UBI: Building NP - Solar generated - Device 1814,05/09/2020 00:00:00 +1000,kWh,130.1
Submeter - UBI: Building NP - Solar generated - Device 1814,06/09/2020 00:00:00 +1000,kWh,148.4
Submeter - UBI: Building NP - Solar generated - Device 1814,07/09/2020 00:00:00 +1000,kWh,146.4
Submeter - UBI: Building NP - Solar generated - Device 1814,08/09/2020 00:00:00 +1000,kWh,64.2
Submeter - UBI: Building NP - Solar generated - Device 1814,09/09/2020 00:00:00 +1000,kWh,140.4
Submeter - UBI: Building NP - Solar generated - Device 1814,10/09/2020 00:00:00 +1000,kWh,153.0
Submeter - UBI: Building NP - Solar generated - Device 1814,11/09/2020 00:00:00 +1000,kWh,82.2
Submeter - UBI: Building NP - Solar generated - Device 1814,12/09/2020 00:00:00 +1000,kWh,20.9
Submeter - UBI: Building NP - Solar generated - Device 1814,13/09/2020 00:00:00 +1000,kWh,162.1
Submeter - UBI: Building NP - Solar generated - Device 1814,14/09/2020 00:00:00 +1000,kWh,150.1
Submeter - UBI: Building NP - Solar generated - Device 1814,15/09/2020 00:00:00 +1000,kWh,149.6
Submeter - UBI: Building NP - Solar generated - Device 1814,16/09/2020 00:00:00 +1000,kWh,130.9
Submeter - UBI: Building NP - Solar generated - Device 1814,17/09/2020 00:00:00 +1000,kWh,76.7
Submeter - UBI: Building NP - Solar generated - Device 1814,18/09/2020 00:00:00 +1000,kWh,98.2
Submeter - UBI: Building NP - Solar generated - Device 1814,19/09/2020 00:00:00 +1000,kWh,131.9
Submeter - UBI: Building NP - Solar generated - Device 1814,20/09/2020 00:00:00 +1000,kWh,114.4
Submeter - UBI: Building NP - Solar generated - Device 1814,21/09/2020 00:00:00 +1000,kWh,164.8
Submeter - UBI: Building NP - Solar generated - Device 1814,22/09/2020 00:00:00 +1000,kWh,136.4
Submeter - UBI: Building NP - Solar generated - Device 1814,23/09/2020 00:00:00 +1000,kWh,139.7
Submeter - UBI: Building NP - Solar generated - Device 1814,24/09/2020 00:00:00 +1000,kWh,121.8
Submeter - UBI: Building NP - Solar generated - Device 1814,25/09/2020 00:00:00 +1000,kWh,95.5
Submeter - UBI: Building NP - Solar generated - Device 1814,26/09/2020 00:00:00 +1000,kWh,146.0
Submeter - UBI: Building NP - Solar generated - Device 1814,27/09/2020 00:00:00 +1000,kWh,139.3
Submeter - UBI: Building NP - Solar generated - Device 1814,28/09/2020 00:00:00 +1000,kWh,148.9
Submeter - UBI: Building NP - Solar generated - Device 1814,29/09/2020 00:00:00 +1000,kWh,136.3
Submeter - UBI: Building NP - Solar generated - Device 1814,30/09/2020 00:00:00 +1000,kWh,62.5
Submeter - UBI: Building NP - Solar generated - Device 1814,01/10/2020 00:00:00 +1000,kWh,176.3
Submeter - UBI: Building NP - Solar generated - Device 1814,02/10/2020 00:00:00 +1000,kWh,183.5
Submeter - UBI: Building NP - Solar generated - Device 1814,03/10/2020 00:00:00 +1000,kWh,165.9
Submeter - UBI: Building NP - Solar generated - Device 1814,04/10/2020 00:00:00 +1000,kWh,76.9
Submeter - UBI: Building NP - Solar generated - Device 1814,05/10/2020 00:00:00 +1100,kWh,132.01
Submeter - UBI: Building NP - Solar generated - Device 1814,06/10/2020 00:00:00 +1100,kWh,98.69
Submeter - UBI: Building NP - Solar generated - Device 1814,07/10/2020 00:00:00 +1100,kWh,56.8
Submeter - UBI: Building NP - Solar generated - Device 1814,08/10/2020 00:00:00 +1100,kWh,65.0
Submeter - UBI: Building NP - Solar generated - Device 1814,09/10/2020 00:00:00 +1100,kWh,132.4
Submeter - UBI: Building NP - Solar generated - Device 1814,10/10/2020 00:00:00 +1100,kWh,153.1
Submeter - UBI: Building NP - Solar generated - Device 1814,11/10/2020 00:00:00 +1100,kWh,127.5
Submeter - UBI: Building NP - Solar generated - Device 1814,12/10/2020 00:00:00 +1100,kWh,164.5
Submeter - UBI: Building NP - Solar generated - Device 1814,13/10/2020 00:00:00 +1100,kWh,155.3
Submeter - UBI: Building NP - Solar generated - Device 1814,14/10/2020 00:00:00 +1100,kWh,149.0
Submeter - UBI: Building NP - Solar generated - Device 1814,15/10/2020 00:00:00 +1100,kWh,53.9
Submeter - UBI: Building NP - Solar generated - Device 1814,16/10/2020 00:00:00 +1100,kWh,173.8
Submeter - UBI: Building NP - Solar generated - Device 1814,17/10/2020 00:00:00 +1100,kWh,100.41
Submeter - UBI: Building NP - Solar generated - Device 1814,18/10/2020 00:00:00 +1100,kWh,98.99
Submeter - UBI: Building NP - Solar generated - Device 1814,19/10/2020 00:00:00 +1100,kWh,116.0
Submeter - UBI: Building NP - Solar generated - Device 1814,20/10/2020 00:00:00 +1100,kWh,106.3
Submeter - UBI: Building NP - Solar generated - Device 1814,21/10/2020 00:00:00 +1100,kWh,145.4
Submeter - UBI: Building NP - Solar generated - Device 1814,22/10/2020 00:00:00 +1100,kWh,147.8
Submeter - UBI: Building NP - Solar generated - Device 1814,23/10/2020 00:00:00 +1100,kWh,96.5
Submeter - UBI: Building NP - Solar generated - Device 1814,24/10/2020 00:00:00 +1100,kWh,123.8
Submeter - UBI: Building NP - Solar generated - Device 1814,25/10/2020 00:00:00 +1100,kWh,147.4
Submeter - UBI: Building NP - Solar generated - Device 1814,26/10/2020 00:00:00 +1100,kWh,148.5
Submeter - UBI: Building NP - Solar generated - Device 1814,27/10/2020 00:00:00 +1100,kWh,101.31
Submeter - UBI: Building NP - Solar generated - Device 1814,28/10/2020 00:00:00 +1100,kWh,167.29
Submeter - UBI: Building NP - Solar generated - Device 1814,29/10/2020 00:00:00 +1100,kWh,120.6
Submeter - UBI: Building NP - Solar generated - Device 1814,30/10/2020 00:00:00 +1100,kWh,177.3
Submeter - UBI: Building NP - Solar generated - Device 1814,31/10/2020 00:00:00 +1100,kWh,143.4
Submeter - UBI: Building NP - Solar generated - Device 1814,01/11/2020 00:00:00 +1100,kWh,184.7
Submeter - UBI: Building NP - Solar generated - Device 1814,02/11/2020 00:00:00 +1100,kWh,208.2
Submeter - UBI: Building NP - Solar generated - Device 1814,03/11/2020 00:00:00 +1100,kWh,195.31
Submeter - UBI: Building NP - Solar generated - Device 1814,04/11/2020 00:00:00 +1100,kWh,65.99
Submeter - UBI: Building NP - Solar generated - Device 1814,05/11/2020 00:00:00 +1100,kWh,162.1
Submeter - UBI: Building NP - Solar generated - Device 1814,06/11/2020 00:00:00 +1100,kWh,120.2
Submeter - UBI: Building NP - Solar generated - Device 1814,07/11/2020 00:00:00 +1100,kWh,175.8
Submeter - UBI: Building NP - Solar generated - Device 1814,08/11/2020 00:00:00 +1100,kWh,231.9
Submeter - UBI: Building NP - Solar generated - Device 1814,09/11/2020 00:00:00 +1100,kWh,220.4
Submeter - UBI: Building NP - Solar generated - Device 1814,10/11/2020 00:00:00 +1100,kWh,197.2
Submeter - UBI: Building NP - Solar generated - Device 1814,11/11/2020 00:00:00 +1100,kWh,26.2
Submeter - UBI: Building NP - Solar generated - Device 1814,12/11/2020 00:00:00 +1100,kWh,145.3
Submeter - UBI: Building NP - Solar generated - Device 1814,13/11/2020 00:00:00 +1100,kWh,104.51
Submeter - UBI: Building NP - Solar generated - Device 1814,14/11/2020 00:00:00 +1100,kWh,155.29
Submeter - UBI: Building NP - Solar generated - Device 1814,15/11/2020 00:00:00 +1100,kWh,119.7
Submeter - UBI: Building NP - Solar generated - Device 1814,16/11/2020 00:00:00 +1100,kWh,205.4
Submeter - UBI: Building NP - Solar generated - Device 1814,17/11/2020 00:00:00 +1100,kWh,174.8
Submeter - UBI: Building NP - Solar generated - Device 1814,18/11/2020 00:00:00 +1100,kWh,207.5
Submeter - UBI: Building NP - Solar generated - Device 1814,19/11/2020 00:00:00 +1100,kWh,217.1
Submeter - UBI: Building NP - Solar generated - Device 1814,20/11/2020 00:00:00 +1100,kWh,222.1
Submeter - UBI: Building NP - Solar generated - Device 1814,21/11/2020 00:00:00 +1100,kWh,139.6
Submeter - UBI: Building NP - Solar generated - Device 1814,22/11/2020 00:00:00 +1100,kWh,112.7
Submeter - UBI: Building NP - Solar generated - Device 1814,23/11/2020 00:00:00 +1100,kWh,192.4
Submeter - UBI: Building NP - Solar generated - Device 1814,24/11/2020 00:00:00 +1100,kWh,120.3
Submeter - UBI: Building NP - Solar generated - Device 1814,25/11/2020 00:00:00 +1100,kWh,225.7
Submeter - UBI: Building NP - Solar generated - Device 1814,26/11/2020 00:00:00 +1100,kWh,205.7
Submeter - UBI: Building NP - Solar generated - Device 1814,27/11/2020 00:00:00 +1100,kWh,220.7
Submeter - UBI: Building NP - Solar generated - Device 1814,28/11/2020 00:00:00 +1100,kWh,68.3
Submeter - UBI: Building NP - Solar generated - Device 1814,29/11/2020 00:00:00 +1100,kWh,135.4
Submeter - UBI: Building NP - Solar generated - Device 1814,30/11/2020 00:00:00 +1100,kWh,218.8
Submeter - UBI: Building NP - Solar generated - Device 1814,01/12/2020 00:00:00 +1100,kWh,109.3
Submeter - UBI: Building NP - Solar generated - Device 1814,02/12/2020 00:00:00 +1100,kWh,170.2
Submeter - UBI: Building NP - Solar generated - Device 1814,03/12/2020 00:00:00 +1100,kWh,239.5
Submeter - UBI: Building NP - Solar generated - Device 1814,04/12/2020 00:00:00 +1100,kWh,219.1
Submeter - UBI: Building NP - Solar generated - Device 1814,05/12/2020 00:00:00 +1100,kWh,67.3
Submeter - UBI: Building NP - Solar generated - Device 1814,06/12/2020 00:00:00 +1100,kWh,159.7
Submeter - UBI: Building NP - Solar generated - Device 1814,07/12/2020 00:00:00 +1100,kWh,180.3
Submeter - UBI: Building NP - Solar generated - Device 1814,08/12/2020 00:00:00 +1100,kWh,145.8
Submeter - UBI: Building NP - Solar generated - Device 1814,09/12/2020 00:00:00 +1100,kWh,222.2
Submeter - UBI: Building NP - Solar generated - Device 1814,10/12/2020 00:00:00 +1100,kWh,199.3
Submeter - UBI: Building NP - Solar generated - Device 1814,11/12/2020 00:00:00 +1100,kWh,236.1
Submeter - UBI: Building NP - Solar generated - Device 1814,12/12/2020 00:00:00 +1100,kWh,240.91
Submeter - UBI: Building NP - Solar generated - Device 1814,13/12/2020 00:00:00 +1100,kWh,220.8
Submeter - UBI: Building NP - Solar generated - Device 1814,14/12/2020 00:00:00 +1100,kWh,235.79
Submeter - UBI: Building NP - Solar generated - Device 1814,15/12/2020 00:00:00 +1100,kWh,169.3
Submeter - UBI: Building NP - Solar generated - Device 1814,16/12/2020 00:00:00 +1100,kWh,119.8
Submeter - UBI: Building NP - Solar generated - Device 1814,17/12/2020 00:00:00 +1100,kWh,156.5
Submeter - UBI: Building NP - Solar generated - Device 1814,18/12/2020 00:00:00 +1100,kWh,176.9
Submeter - UBI: Building NP - Solar generated - Device 1814,19/12/2020 00:00:00 +1100,kWh,147.1
Submeter - UBI: Building NP - Solar generated - Device 1814,20/12/2020 00:00:00 +1100,kWh,215.2
Submeter - UBI: Building NP - Solar generated - Device 1814,21/12/2020 00:00:00 +1100,kWh,95.3
Submeter - UBI: Building NP - Solar generated - Device 1814,22/12/2020 00:00:00 +1100,kWh,91.7
Submeter - UBI: Building NP - Solar generated - Device 1814,23/12/2020 00:00:00 +1100,kWh,124.1
Submeter - UBI: Building NP - Solar generated - Device 1814,24/12/2020 00:00:00 +1100,kWh,174.7
Submeter - UBI: Building NP - Solar generated - Device 1814,25/12/2020 00:00:00 +1100,kWh,172.5
Submeter - UBI: Building NP - Solar generated - Device 1814,26/12/2020 00:00:00 +1100,kWh,243.5
Submeter - UBI: Building NP - Solar generated - Device 1814,27/12/2020 00:00:00 +1100,kWh,81.2
Submeter - UBI: Building NP - Solar generated - Device 1814,28/12/2020 00:00:00 +1100,kWh,168.3
Submeter - UBI: Building NP - Solar generated - Device 1814,29/12/2020 00:00:00 +1100,kWh,225.2
Submeter - UBI: Building NP - Solar generated - Device 1814,30/12/2020 00:00:00 +1100,kWh,155.8
Submeter - UBI: Building NP - Solar generated - Device 1814,31/12/2020 00:00:00 +1100,kWh,149.0
Submeter - UBI: Building NP - Solar generated - Device 1814,01/01/2021 00:00:00 +1100,kWh,161.7
Submeter - UBI: Building NP - Solar generated - Device 1814,02/01/2021 00:00:00 +1100,kWh,98.2
Submeter - UBI: Building NP - Solar generated - Device 1814,03/01/2021 00:00:00 +1100,kWh,123.7
Submeter - UBI: Building NP - Solar generated - Device 1814,04/01/2021 00:00:00 +1100,kWh,115.7
Submeter - UBI: Building NP - Solar generated - Device 1814,05/01/2021 00:00:00 +1100,kWh,127.8
Submeter - UBI: Building NP - Solar generated - Device 1814,06/01/2021 00:00:00 +1100,kWh,146.6
Submeter - UBI: Building NP - Solar generated - Device 1814,07/01/2021 00:00:00 +1100,kWh,209.4
Submeter - UBI: Building NP - Solar generated - Device 1814,08/01/2021 00:00:00 +1100,kWh,246.0
Submeter - UBI: Building NP - Solar generated - Device 1814,09/01/2021 00:00:00 +1100,kWh,240.9
Submeter - UBI: Building NP - Solar generated - Device 1814,10/01/2021 00:00:00 +1100,kWh,231.4
Submeter - UBI: Building NP - Solar generated - Device 1814,11/01/2021 00:00:00 +1100,kWh,183.7
Submeter - UBI: Building NP - Solar generated - Device 1814,12/01/2021 00:00:00 +1100,kWh,223.8
Submeter - UBI: Building NP - Solar generated - Device 1814,13/01/2021 00:00:00 +1100,kWh,167.7
Submeter - UBI: Building NP - Solar generated - Device 1814,14/01/2021 00:00:00 +1100,kWh,140.9
Submeter - UBI: Building NP - Solar generated - Device 1814,15/01/2021 00:00:00 +1100,kWh,173.3
Submeter - UBI: Building NP - Solar generated - Device 1814,16/01/2021 00:00:00 +1100,kWh,160.3
Submeter - UBI: Building NP - Solar generated - Device 1814,17/01/2021 00:00:00 +1100,kWh,213.2
Submeter - UBI: Building NP - Solar generated - Device 1814,18/01/2021 00:00:00 +1100,kWh,196.1
Submeter - UBI: Building NP - Solar generated - Device 1814,19/01/2021 00:00:00 +1100,kWh,195.0
Submeter - UBI: Building NP - Solar generated - Device 1814,20/01/2021 00:00:00 +1100,kWh,242.1
Submeter - UBI: Building NP - Solar generated - Device 1814,21/01/2021 00:00:00 +1100,kWh,232.4
Submeter - UBI: Building NP - Solar generated - Device 1814,22/01/2021 00:00:00 +1100,kWh,219.1
Submeter - UBI: Building NP - Solar generated - Device 1814,23/01/2021 00:00:00 +1100,kWh,227.0
Submeter - UBI: Building NP - Solar generated - Device 1814,24/01/2021 00:00:00 +1100,kWh,167.0
Submeter - UBI: Building NP - Solar generated - Device 1814,25/01/2021 00:00:00 +1100,kWh,109.8
Submeter - UBI: Building NP - Solar generated - Device 1814,26/01/2021 00:00:00 +1100,kWh,113.8
Submeter - UBI: Building NP - Solar generated - Device 1814,27/01/2021 00:00:00 +1100,kWh,210.3
Submeter - UBI: Building NP - Solar generated - Device 1814,28/01/2021 00:00:00 +1100,kWh,109.9
Submeter - UBI: Building NP - Solar generated - Device 1814,29/01/2021 00:00:00 +1100,kWh,72.1
Submeter - UBI: Building NP - Solar generated - Device 1814,30/01/2021 00:00:00 +1100,kWh,174.5
Submeter - UBI: Building NP - Solar generated - Device 1814,31/01/2021 00:00:00 +1100,kWh,186.31
Submeter - UBI: Building NP - Solar generated - Device 1814,01/02/2021 00:00:00 +1100,kWh,109.39
Submeter - UBI: Building NP - Solar generated - Device 1814,02/02/2021 00:00:00 +1100,kWh,129.8
Submeter - UBI: Building NP - Solar generated - Device 1814,03/02/2021 00:00:00 +1100,kWh,189.7
Submeter - UBI: Building NP - Solar generated - Device 1814,04/02/2021 00:00:00 +1100,kWh,137.7
Submeter - UBI: Building NP - Solar generated - Device 1814,05/02/2021 00:00:00 +1100,kWh,97.9
Submeter - UBI: Building NP - Solar generated - Device 1814,06/02/2021 00:00:00 +1100,kWh,149.0
Submeter - UBI: Building NP - Solar generated - Device 1814,07/02/2021 00:00:00 +1100,kWh,134.3
Submeter - UBI: Building NP - Solar generated - Device 1814,08/02/2021 00:00:00 +1100,kWh,126.3
Submeter - UBI: Building NP - Solar generated - Device 1814,09/02/2021 00:00:00 +1100,kWh,199.6
Submeter - UBI: Building NP - Solar generated - Device 1814,10/02/2021 00:00:00 +1100,kWh,217.6
Submeter - UBI: Building NP - Solar generated - Device 1814,11/02/2021 00:00:00 +1100,kWh,109.2
Submeter - UBI: Building NP - Solar generated - Device 1814,12/02/2021 00:00:00 +1100,kWh,169.11
Submeter - UBI: Building NP - Solar generated - Device 1814,13/02/2021 00:00:00 +1100,kWh,145.09
Submeter - UBI: Building NP - Solar generated - Device 1814,14/02/2021 00:00:00 +1100,kWh,125.7
Submeter - UBI: Building NP - Solar generated - Device 1814,15/02/2021 00:00:00 +1100,kWh,185.21
Submeter - UBI: Building NP - Solar generated - Device 1814,16/02/2021 00:00:00 +1100,kWh,160.79
Submeter - UBI: Building NP - Solar generated - Device 1814,17/02/2021 00:00:00 +1100,kWh,208.1
Submeter - UBI: Building NP - Solar generated - Device 1814,18/02/2021 00:00:00 +1100,kWh,199.4
Submeter - UBI: Building NP - Solar generated - Device 1814,19/02/2021 00:00:00 +1100,kWh,201.0
Submeter - UBI: Building NP - Solar generated - Device 1814,20/02/2021 00:00:00 +1100,kWh,177.6
Submeter - UBI: Building NP - Solar generated - Device 1814,21/02/2021 00:00:00 +1100,kWh,87.2
Submeter - UBI: Building NP - Solar generated - Device 1814,22/02/2021 00:00:00 +1100,kWh,128.2
Submeter - UBI: Building NP - Solar generated - Device 1814,23/02/2021 00:00:00 +1100,kWh,171.5
Submeter - UBI: Building NP - Solar generated - Device 1814,24/02/2021 00:00:00 +1100,kWh,122.5
Submeter - UBI: Building NP - Solar generated - Device 1814,25/02/2021 00:00:00 +1100,kWh,165.6
Submeter - UBI: Building NP - Solar generated - Device 1814,26/02/2021 00:00:00 +1100,kWh,145.0
Submeter - UBI: Building NP - Solar generated - Device 1814,27/02/2021 00:00:00 +1100,kWh,76.7
Submeter - UBI: Building NP - Solar generated - Device 1814,28/02/2021 00:00:00 +1100,kWh,167.61
Submeter - UBI: Building NP - Solar generated - Device 1814,01/03/2021 00:00:00 +1100,kWh,149.39
Submeter - UBI: Building NP - Solar generated - Device 1814,02/03/2021 00:00:00 +1100,kWh,96.2
Submeter - UBI: Building NP - Solar generated - Device 1814,03/03/2021 00:00:00 +1100,kWh,101.8
Submeter - UBI: Building NP - Solar generated - Device 1814,04/03/2021 00:00:00 +1100,kWh,103.2
Submeter - UBI: Building NP - Solar generated - Device 1814,05/03/2021 00:00:00 +1100,kWh,87.1
Submeter - UBI: Building NP - Solar generated - Device 1814,06/03/2021 00:00:00 +1100,kWh,190.0
Submeter - UBI: Building NP - Solar generated - Device 1814,07/03/2021 00:00:00 +1100,kWh,152.0
Submeter - UBI: Building NP - Solar generated - Device 1814,08/03/2021 00:00:00 +1100,kWh,38.8
Submeter - UBI: Building NP - Solar generated - Device 1814,09/03/2021 00:00:00 +1100,kWh,134.9
Submeter - UBI: Building NP - Solar generated - Device 1814,10/03/2021 00:00:00 +1100,kWh,169.4
Submeter - UBI: Building NP - Solar generated - Device 1814,11/03/2021 00:00:00 +1100,kWh,172.0
Submeter - UBI: Building NP - Solar generated - Device 1814,12/03/2021 00:00:00 +1100,kWh,152.8
Submeter - UBI: Building NP - Solar generated - Device 1814,13/03/2021 00:00:00 +1100,kWh,42.3
Submeter - UBI: Building NP - Solar generated - Device 1814,14/03/2021 00:00:00 +1100,kWh,123.0
Submeter - UBI: Building NP - Solar generated - Device 1814,15/03/2021 00:00:00 +1100,kWh,119.11
Submeter - UBI: Building NP - Solar generated - Device 1814,16/03/2021 00:00:00 +1100,kWh,164.89
Submeter - UBI: Building NP - Solar generated - Device 1814,17/03/2021 00:00:00 +1100,kWh,166.0
Submeter - UBI: Building NP - Solar generated - Device 1814,18/03/2021 00:00:00 +1100,kWh,165.8
Submeter - UBI: Building NP - Solar generated - Device 1814,19/03/2021 00:00:00 +1100,kWh,145.2
Submeter - UBI: Building NP - Solar generated - Device 1814,20/03/2021 00:00:00 +1100,kWh,134.7
Submeter - UBI: Building NP - Solar generated - Device 1814,21/03/2021 00:00:00 +1100,kWh,61.81
Submeter - UBI: Building NP - Solar generated - Device 1814,22/03/2021 00:00:00 +1100,kWh,68.19
Submeter - UBI: Building NP - Solar generated - Device 1814,23/03/2021 00:00:00 +1100,kWh,63.1
Submeter - UBI: Building NP - Solar generated - Device 1814,24/03/2021 00:00:00 +1100,kWh,76.7
Submeter - UBI: Building NP - Solar generated - Device 1814,25/03/2021 00:00:00 +1100,kWh,99.4
Submeter - UBI: Building NP - Solar generated - Device 1814,26/03/2021 00:00:00 +1100,kWh,114.2
Submeter - UBI: Building NP - Solar generated - Device 1814,27/03/2021 00:00:00 +1100,kWh,126.8
Submeter - UBI: Building NP - Solar generated - Device 1814,28/03/2021 00:00:00 +1100,kWh,118.1
Submeter - UBI: Building NP - Solar generated - Device 1814,29/03/2021 00:00:00 +1100,kWh,144.51
Submeter - UBI: Building NP - Solar generated - Device 1814,30/03/2021 00:00:00 +1100,kWh,149.29
Submeter - UBI: Building NP - Solar generated - Device 1814,31/03/2021 00:00:00 +1100,kWh,148.1
Submeter - UBI: Building NP - Solar generated - Device 1814,01/04/2021 00:00:00 +1100,kWh,142.4
Submeter - UBI: Building NP - Solar generated - Device 1814,02/04/2021 00:00:00 +1100,kWh,137.4
Submeter - UBI: Building NP - Solar generated - Device 1814,03/04/2021 00:00:00 +1100,kWh,140.7
Submeter - UBI: Building NP - Solar generated - Device 1814,04/04/2021 00:00:00 +1100,kWh,137.2
Submeter - UBI: Building NP - Solar generated - Device 1814,05/04/2021 00:00:00 +1000,kWh,85.0
Submeter - UBI: Building NP - Solar generated - Device 1814,06/04/2021 00:00:00 +1000,kWh,93.4
Submeter - UBI: Building NP - Solar generated - Device 1814,07/04/2021 00:00:00 +1000,kWh,60.2
Submeter - UBI: Building NP - Solar generated - Device 1814,08/04/2021 00:00:00 +1000,kWh,101.1
Submeter - UBI: Building NP - Solar generated - Device 1814,09/04/2021 00:00:00 +1000,kWh,92.3
Submeter - UBI: Building NP - Solar generated - Device 1814,10/04/2021 00:00:00 +1000,kWh,93.6
Submeter - UBI: Building NP - Solar generated - Device 1814,11/04/2021 00:00:00 +1000,kWh,105.0
Submeter - UBI: Building NP - Solar generated - Device 1814,12/04/2021 00:00:00 +1000,kWh,96.5
Submeter - UBI: Building NP - Solar generated - Device 1814,13/04/2021 00:00:00 +1000,kWh,88.3
Submeter - UBI: Building NP - Solar generated - Device 1814,14/04/2021 00:00:00 +1000,kWh,111.5
Submeter - UBI: Building NP - Solar generated - Device 1814,15/04/2021 00:00:00 +1000,kWh,93.0
Submeter - UBI: Building NP - Solar generated - Device 1814,16/04/2021 00:00:00 +1000,kWh,55.7
Submeter - UBI: Building NP - Solar generated - Device 1814,17/04/2021 00:00:00 +1000,kWh,87.5
Submeter - UBI: Building NP - Solar generated - Device 1814,18/04/2021 00:00:00 +1000,kWh,5.0
Submeter - UBI: Building NP - Solar generated - Device 1814,19/04/2021 00:00:00 +1000,kWh,62.1
Submeter - UBI: Building NP - Solar generated - Device 1814,20/04/2021 00:00:00 +1000,kWh,36.7
Submeter - UBI: Building NP - Solar generated - Device 1814,21/04/2021 00:00:00 +1000,kWh,80.2
Submeter - UBI: Building NP - Solar generated - Device 1814,22/04/2021 00:00:00 +1000,kWh,62.3
Submeter - UBI: Building NP - Solar generated - Device 1814,23/04/2021 00:00:00 +1000,kWh,60.6
Submeter - UBI: Building NP - Solar generated - Device 1814,24/04/2021 00:00:00 +1000,kWh,80.4
Submeter - UBI: Building NP - Solar generated - Device 1814,25/04/2021 00:00:00 +1000,kWh,74.9
Submeter - UBI: Building NP - Solar generated - Device 1814,26/04/2021 00:00:00 +1000,kWh,65.0
Submeter - UBI: Building NP - Solar generated - Device 1814,27/04/2021 00:00:00 +1000,kWh,57.3
Submeter - UBI: Building NP - Solar generated - Device 1814,28/04/2021 00:00:00 +1000,kWh,64.2
Submeter - UBI: Building NP - Solar generated - Device 1814,29/04/2021 00:00:00 +1000,kWh,103.2
Submeter - UBI: Building NP - Solar generated - Device 1814,30/04/2021 00:00:00 +1000,kWh,100.5
Submeter - UBI: Building NP - Solar generated - Device 1814,01/05/2021 00:00:00 +1000,kWh,77.3
Submeter - UBI: Building NP - Solar generated - Device 1814,02/05/2021 00:00:00 +1000,kWh,72.8
Submeter - UBI: Building NP - Solar generated - Device 1814,03/05/2021 00:00:00 +1000,kWh,51.9
Submeter - UBI: Building NP - Solar generated - Device 1814,04/05/2021 00:00:00 +1000,kWh,33.8
Submeter - UBI: Building NP - Solar generated - Device 1814,05/05/2021 00:00:00 +1000,kWh,70.3
Submeter - UBI: Building NP - Solar generated - Device 1814,06/05/2021 00:00:00 +1000,kWh,85.0
Submeter - UBI: Building NP - Solar generated - Device 1814,07/05/2021 00:00:00 +1000,kWh,67.6
Submeter - UBI: Building NP - Solar generated - Device 1814,08/05/2021 00:00:00 +1000,kWh,77.3
Submeter - UBI: Building NP - Solar generated - Device 1814,09/05/2021 00:00:00 +1000,kWh,87.7
Submeter - UBI: Building NP - Solar generated - Device 1814,10/05/2021 00:00:00 +1000,kWh,37.0
Submeter - UBI: Building NP - Solar generated - Device 1814,11/05/2021 00:00:00 +1000,kWh,33.7
Submeter - UBI: Building NP - Solar generated - Device 1814,12/05/2021 00:00:00 +1000,kWh,80.9
Submeter - UBI: Building NP - Solar generated - Device 1814,13/05/2021 00:00:00 +1000,kWh,34.1
Submeter - UBI: Building NP - Solar generated - Device 1814,14/05/2021 00:00:00 +1000,kWh,82.3
Submeter - UBI: Building NP - Solar generated - Device 1814,15/05/2021 00:00:00 +1000,,
Submeter - UBI: Building NP - Solar generated - Device 1814,16/05/2021 00:00:00 +1000,,
Submeter - UBI: Building NP - Solar generated - Device 1814,17/05/2021 00:00:00 +1000,kWh,66.1
Submeter - UBI: Building NP - Solar generated - Device 1814,18/05/2021 00:00:00 +1000,kWh,58.0
Submeter - UBI: Building NP - Solar generated - Device 1814,19/05/2021 00:00:00 +1000,kWh,80.3
Submeter - UBI: Building NP - Solar generated - Device 1814,20/05/2021 00:00:00 +1000,kWh,50.5
Submeter - UBI: Building NP - Solar generated - Device 1814,21/05/2021 00:00:00 +1000,kWh,90.5
Submeter - UBI: Building NP - Solar generated - Device 1814,22/05/2021 00:00:00 +1000,kWh,89.2
Submeter - UBI: Building NP - Solar generated - Device 1814,23/05/2021 00:00:00 +1000,kWh,85.5
Submeter - UBI: Building NP - Solar generated - Device 1814,24/05/2021 00:00:00 +1000,kWh,63.9
Submeter - UBI: Building NP - Solar generated - Device 1814,25/05/2021 00:00:00 +1000,kWh,24.5
Submeter - UBI: Building NP - Solar generated - Device 1814,26/05/2021 00:00:00 +1000,kWh,61.9
Submeter - UBI: Building NP - Solar generated - Device 1814,27/05/2021 00:00:00 +1000,kWh,65.7
Submeter - UBI: Building NP - Solar generated - Device 1814,28/05/2021 00:00:00 +1000,kWh,41.1
