dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1613350800,2021-02-15 01:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.49,291.53,289.92,295.93,1022,,,58,3.6,140,,,,,0,800,Clear,sky is clear,01d
1613354400,2021-02-15 02:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.38,292.59,292.861,295.93,1021,,,57,3.6,160,,,,,0,800,Clear,sky is clear,01d
1613358000,2021-02-15 03:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.04,292.57,292.861,297.59,1020,,,59,5.1,160,,,,,0,800,Clear,sky is clear,01d
1613361600,2021-02-15 04:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.73,293.3,292.861,299.26,1020,,,57,5.1,180,,,,,0,800,Clear,sky is clear,01d
1613365200,2021-02-15 05:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.51,294.7,292.629,300.37,1019,,,61,5.1,160,,,,,0,800,Clear,sky is clear,01d
1613368800,2021-02-15 06:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.13,294.54,292.629,299.82,1019,,,61,4.6,180,,,,,0,800,Clear,sky is clear,01d
1613372400,2021-02-15 07:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.08,294.49,292.629,299.26,1018,,,65,5.1,200,,,,,0,800,Clear,sky is clear,01d
1613376000,2021-02-15 08:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.36,294.83,292.04,298.15,1018,,,68,3.6,180,,,,,100,804,Clouds,overcast clouds,04d
1613379600,2021-02-15 09:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.96,295.59,292.613,297.59,1018,,,75,2.6,180,,,,,100,804,Clouds,overcast clouds,04d
1613383200,2021-02-15 10:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.81,295.25,291.65,295.93,1018,,,81,1.5,170,,,,,100,804,Clouds,overcast clouds,04n
1613386800,2021-02-15 11:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.56,292.13,290.65,294.82,1019,,,60,3.1,100,,,,,0,800,Clear,sky is clear,01n
1613390400,2021-02-15 12:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.57,290.93,290.05,294.26,1019,,,61,3.1,110,,,,,0,800,Clear,sky is clear,01n
1613394000,2021-02-15 13:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.88,291.25,289.75,293.15,1019,,,68,2.1,100,,,,,0,800,Clear,sky is clear,01n
1613397600,2021-02-15 14:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.08,291.45,288.75,292.59,1019,,,75,1,130,,,,,100,804,Clouds,overcast clouds,04n
1613401200,2021-02-15 15:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.16,290.57,287.59,291.885,1018,,,80,1,130,,,,,100,804,Clouds,overcast clouds,04n
1613404800,2021-02-15 16:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,289.2,289.73,287.59,291.885,1018,,,87,1,190,,,,,100,804,Clouds,overcast clouds,04n
1613408400,2021-02-15 17:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,288.5,288.62,287.05,291.48,1018,,,90,1.5,180,,,,,0,800,Clear,sky is clear,01n
1613412000,2021-02-15 18:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,288.18,288.6,287.04,291.473,1018,,,91,1,190,,,,,0,800,Clear,sky is clear,01n
1613415600,2021-02-15 19:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,287.87,287.57,286.15,291.473,1019,,,93,2.04,102,,,,,0,800,Clear,sky is clear,01n
1613419200,2021-02-15 20:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,287.89,288.68,286.48,290.71,1019,,,93,0.5,200,,,,,52,803,Clouds,broken clouds,04d
1613422800,2021-02-15 21:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,289.09,289.33,288.15,290.93,1020,,,93,1.86,342,,,,,52,803,Clouds,broken clouds,04d
1613426400,2021-02-15 22:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.45,292.43,289.82,294.26,1020,,,82,1,170,,,,,52,803,Clouds,broken clouds,04d
1613430000,2021-02-15 23:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.19,294.88,291.859,297.15,1021,,,70,1.5,100,,,,,0,800,Clear,sky is clear,01d
1613433600,2021-02-16 00:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.72,296.93,294.26,300.37,1020,,,63,2.6,40,,,,,0,800,Clear,sky is clear,01d
1613437200,2021-02-16 01:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,299.58,300.12,296.109,303.15,1021,,,53,2.1,50,,,,,0,800,Clear,sky is clear,01d
1613440800,2021-02-16 02:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,301.03,300.87,298.194,303.71,1020,,,43,2.1,20,,,,,100,804,Clouds,overcast clouds,04d
1613444400,2021-02-16 03:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,302.15,301.25,298.194,304.82,1018,,,40,3.1,50,,,,,100,804,Clouds,overcast clouds,04d
1613448000,2021-02-16 04:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,302.51,301.59,298.15,305.93,1019,,,39,3.1,50,,,,,100,804,Clouds,overcast clouds,04d
1613451600,2021-02-16 05:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,302.15,300.5,299.26,305.93,1018,,,37,3.6,80,,,,,0,800,Clear,sky is clear,01d
1613455200,2021-02-16 06:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,301.1,299.52,298.71,304.82,1018,,,37,3.1,90,,,,,0,800,Clear,sky is clear,01d
1613458800,2021-02-16 07:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,301.24,298.74,296.48,304.26,1018,,,35,4.1,110,,,,,0,800,Clear,sky is clear,01d
1613462400,2021-02-16 08:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,299.75,298.62,295.37,302.59,1017,,,44,3.1,110,,,,,67,803,Clouds,broken clouds,04d
1613466000,2021-02-16 09:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,298.55,297.53,296.05,300.93,1018,,,45,2.6,100,,,,,67,803,Clouds,broken clouds,04d
1613469600,2021-02-16 10:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,297.53,296.63,294.15,299.26,1018,,,49,2.6,100,,,,,67,803,Clouds,broken clouds,04n
1613473200,2021-02-16 11:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.03,294.39,293.459,298.15,1019,,,57,4.1,80,,,,,0,800,Clear,sky is clear,01n
1613476800,2021-02-16 12:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.68,294.62,293.05,297.04,1019,,,64,2.1,70,,,,,0,800,Clear,sky is clear,01n
1613480400,2021-02-16 13:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.55,294.64,291.85,295.93,1019,,,69,0.5,70,,,,,0,800,Clear,sky is clear,01n
1613484000,2021-02-16 14:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.71,293.28,291.45,294.26,1019,,,75,1.5,60,,,,,100,804,Clouds,overcast clouds,04n
1613487600,2021-02-16 15:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.3,292.94,290.55,293.734,1019,,,78,1.5,50,,,,,100,804,Clouds,overcast clouds,04n
1613491200,2021-02-16 16:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.62,292.52,289.85,293.734,1018,,,80,1,80,,,,,100,804,Clouds,overcast clouds,04n
1613494800,2021-02-16 17:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.57,291.37,288.71,292.848,1019,,,84,1,130,,,,,0,800,Clear,sky is clear,01n
1613498400,2021-02-16 18:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,289.8,290.18,287.55,291.648,1019,,,87,1.5,160,,,,,0,800,Clear,sky is clear,01n
1613502000,2021-02-16 19:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,289,289.35,287.35,291.648,1019,,,91,1.5,180,,,,,0,800,Clear,sky is clear,01n
1613505600,2021-02-16 20:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,289.18,290.41,288.15,291.799,1020,,,93,0.5,170,,,,,67,803,Clouds,broken clouds,04d
1613509200,2021-02-16 21:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.01,290.84,288.15,292.569,1020,,,93,1.5,170,,,,,67,803,Clouds,broken clouds,04d
1613512800,2021-02-16 22:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.21,291.99,289.85,293.25,1021,,,82,3.1,120,,,,,67,803,Clouds,broken clouds,04d
1613516400,2021-02-16 23:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.35,295.53,292.59,296.624,1021,,,71,1,100,,,,,0,800,Clear,sky is clear,01d
1613520000,2021-02-17 00:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.25,295.68,294.26,298.71,1021,,,64,3.6,180,,,,,0,800,Clear,sky is clear,01d
1613523600,2021-02-17 01:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,298.51,298.52,295.454,302.59,1022,,,58,3.1,140,,,,,0,800,Clear,sky is clear,01d
1613527200,2021-02-17 02:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,299.87,300.04,296.46,304.26,1021,,,58,3.6,170,,,,,0,800,Clear,sky is clear,01d
1613530800,2021-02-17 03:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,300.43,300.12,296.46,305.37,1021,,,58,4.6,150,,,,,0,800,Clear,sky is clear,01d
1613534400,2021-02-17 04:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,301.1,300.18,296.46,305.93,1020,,,57,5.7,180,,,,,0,800,Clear,sky is clear,01d
1613538000,2021-02-17 05:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,300.49,299.32,297.59,305.93,1020,,,57,5.7,180,,,,,0,800,Clear,sky is clear,01d
1613541600,2021-02-17 06:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,299.68,298.65,297.04,304.26,1020,,,61,5.7,170,,,,,0,800,Clear,sky is clear,01d
1613545200,2021-02-17 07:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,298.31,297.02,296.48,302.04,1020,,,67,6.2,180,,,,,0,800,Clear,sky is clear,01d
1613548800,2021-02-17 08:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.87,295.93,294.26,300.93,1019,,,73,5.7,180,,,,,0,800,Clear,sky is clear,01d
1613552400,2021-02-17 09:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.5,295.21,291.48,299.82,1019,,,78,4.6,190,,,,,0,800,Clear,sky is clear,01d
1613556000,2021-02-17 10:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.82,294.39,290.37,297.59,1019,,,84,3.1,210,,,,,0,800,Clear,sky is clear,01n
1613559600,2021-02-17 11:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.58,295.49,290.75,296.48,1020,,,88,1.5,210,,,,,0,800,Clear,sky is clear,01n
1613563200,2021-02-17 12:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.74,296.14,290.85,295.93,1020,,,89,1,200,,,,,0,800,Clear,sky is clear,01n
1613566800,2021-02-17 13:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.86,295.24,289.82,295.197,1020,,,89,0.5,220,,,,,0,800,Clear,sky is clear,01n
1613570400,2021-02-17 14:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.01,293.05,289.26,294.82,1020,,,85,1.5,170,,,,,0,800,Clear,sky is clear,01n
1613574000,2021-02-17 15:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.14,292.21,289.25,293.745,1019,,,85,1,150,,,,,0,800,Clear,sky is clear,01n
1613577600,2021-02-17 16:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.5,291.67,288.65,292.59,1019,,,90,1,170,,,,,0,800,Clear,sky is clear,01n
1613581200,2021-02-17 17:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,289.87,290.65,288.35,291.525,1019,,,93,1.5,170,,,,,0,800,Clear,sky is clear,01n
1613584800,2021-02-17 18:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,289.35,290.29,287.45,291.525,1019,,,93,1,120,,,,,0,800,Clear,sky is clear,01n
1613588400,2021-02-17 19:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,288.76,288.51,286.55,291.525,1019,,,94,2.48,79,,,,,0,800,Clear,sky is clear,01n
1613592000,2021-02-17 20:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,288.75,288.36,285.35,293.045,1020,,,94,2.68,15,,,,,0,800,Clear,sky is clear,01d
1613595600,2021-02-17 21:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.33,292.05,289.05,294.82,1021,,,96,2.68,15,,,,,0,800,Clear,sky is clear,01d
1613599200,2021-02-17 22:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.13,294.79,291.65,296.48,1022,,,75,2.1,50,,,,,0,800,Clear,sky is clear,01d
1613602800,2021-02-17 23:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.89,296.62,294.15,299.92,1022,,,61,3.1,40,,,,,0,800,Clear,sky is clear,01d
1613606400,2021-02-18 00:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,299.37,297.79,296.74,300.93,1021,,,41,3.1,20,,,,,0,800,Clear,sky is clear,01d
1613610000,2021-02-18 01:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,301.17,299.48,296.74,302.15,1020,,,36,3.1,40,,,,,0,800,Clear,sky is clear,01d
1613613600,2021-02-18 02:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,302.65,300.66,298.588,303.748,1019,,,36,4.1,60,,,,,0,800,Clear,sky is clear,01d
1613617200,2021-02-18 03:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,303.56,300.91,298.588,304.82,1019,,,32,4.6,60,,,,,0,800,Clear,sky is clear,01d
1613620800,2021-02-18 04:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,304.36,301.43,298.588,305.37,1018,,,31,5.1,60,,,,,0,800,Clear,sky is clear,01d
1613624400,2021-02-18 05:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,304.45,301.12,299.605,305.93,1017,,,31,5.7,80,,,,,0,800,Clear,sky is clear,01d
1613628000,2021-02-18 06:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,304.07,300.49,299.605,305.93,1017,,,30,5.7,80,,,,,0,800,Clear,sky is clear,01d
1613631600,2021-02-18 07:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,303.09,300.88,299.605,305.93,1016,,,31,3.6,100,,,,,0,800,Clear,sky is clear,01d
1613635200,2021-02-18 08:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,301.24,301.09,297.541,305.37,1016,,,51,3.6,140,,,,,0,800,Clear,sky is clear,01d
1613638800,2021-02-18 09:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,298.57,299.27,294.82,301.48,1016,,,61,2.6,150,,,,,0,800,Clear,sky is clear,01d
1613642400,2021-02-18 10:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,297.06,299.64,293.881,299.82,1017,,,71,0.5,200,,,,,0,800,Clear,sky is clear,01n
1613646000,2021-02-18 11:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.37,295.87,293.15,298.71,1017,,,53,2.1,140,,,,,0,800,Clear,sky is clear,01n
1613649600,2021-02-18 12:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.72,294.14,292.55,298.71,1017,,,51,3.1,60,,,,,0,800,Clear,sky is clear,01n
1613653200,2021-02-18 13:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.8,294.35,292.25,296.582,1017,,,63,2.6,50,,,,,0,800,Clear,sky is clear,01n
1613656800,2021-02-18 14:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.28,293.4,290.45,296.323,1017,,,72,2.1,40,,,,,0,800,Clear,sky is clear,01n
1613660400,2021-02-18 15:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.98,294.72,290.93,296.323,1017,,,80,0.5,10,,,,,0,800,Clear,sky is clear,01n
1613664000,2021-02-18 16:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.12,293.01,289.05,296.323,1017,,,85,1.78,349,,,,,0,800,Clear,sky is clear,01n
1613667600,2021-02-18 17:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.23,292.3,289.15,295.433,1017,,,92,3.74,14,,,,,0,800,Clear,sky is clear,01n
1613671200,2021-02-18 18:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.52,292.55,291.15,295.433,1016,,,79,2.6,30,,,,,0,800,Clear,sky is clear,01n
1613674800,2021-02-18 19:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.48,290.91,289.82,295.433,1015,,,67,3.6,30,,,,,0,800,Clear,sky is clear,01n
1613678400,2021-02-18 20:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.94,290.81,290.85,294.955,1015,,,67,4.6,20,,,,,0,800,Clear,sky is clear,01d
1613682000,2021-02-18 21:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.77,290.9,291.35,295.15,1015,,,64,5.7,30,,,,,0,800,Clear,sky is clear,01d
1613685600,2021-02-18 22:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.17,293.29,294.305,297.15,1016,,,59,6.2,30,,,,,0,800,Clear,sky is clear,01d
1613689200,2021-02-18 23:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,298.33,295.71,297.04,300.451,1016,,,51,5.7,30,,,,,0,800,Clear,sky is clear,01d
1613692800,2021-02-19 00:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,300.07,297.75,297.241,301.48,1015,,,45,5.1,20,,,,,0,800,Clear,sky is clear,01d
1613696400,2021-02-19 01:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,301.84,299.58,297.241,303.15,1014,,,41,5.1,20,,,,,0,800,Clear,sky is clear,01d
1613700000,2021-02-19 02:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,303.45,300.91,299.676,304.426,1013,,,33,4.6,10,,,,,0,800,Clear,sky is clear,01d
1613703600,2021-02-19 03:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,304.81,300.41,299.676,307.04,1013,,,28,6.7,350,,,,,0,800,Clear,sky is clear,01d
1613707200,2021-02-19 04:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,306.05,301.82,299.676,307.15,1012,,,25,6.2,330,,,,,0,800,Clear,sky is clear,01d
1613710800,2021-02-19 05:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,306.26,303.92,300.716,307.59,1012,,,23,3.1,10,,,,,0,800,Clear,sky is clear,01d
1613714400,2021-02-19 06:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,306.51,303.34,300.716,308.15,1011,,,24,4.6,350,,,,,0,800,Clear,sky is clear,01d
1613718000,2021-02-19 07:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,306.19,302.43,300.716,307.59,1011,,,23,5.1,350,,,,,0,800,Clear,sky is clear,01d
1613721600,2021-02-19 08:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,305.46,303.08,300.696,306.48,1010,,,26,3.6,10,,,,,89,804,Clouds,overcast clouds,04d
1613725200,2021-02-19 09:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,303.01,300.37,300.696,304.82,1010,,,28,3.6,360,,,,,89,804,Clouds,overcast clouds,04d
1613728800,2021-02-19 10:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,301.49,299.5,299.82,303.15,1010,,,33,3.1,20,,,,,89,804,Clouds,overcast clouds,04n
1613732400,2021-02-19 11:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,300.62,298.8,298.744,301.48,1010,,,39,3.6,30,,,,,0,800,Clear,sky is clear,01n
1613736000,2021-02-19 12:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,300.11,298.15,298.744,301.45,1010,,,39,3.6,30,,,,,0,800,Clear,sky is clear,01n
1613739600,2021-02-19 13:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,299.46,298.25,297.414,300.93,1009,,,44,3.09,10,,,,,0,800,Clear,sky is clear,01n
1613743200,2021-02-19 14:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,298.29,295.67,295.93,300.37,1009,,,44,4.63,260,,,,,39,802,Clouds,scattered clouds,03n
1613746800,2021-02-19 15:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.4,296.23,293.459,299.26,1009,,,56,2.04,284,,,,,39,802,Clouds,scattered clouds,03n
1613750400,2021-02-19 16:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.63,294.58,293.15,299.82,1009,,,53,2.57,260,,,,,39,802,Clouds,scattered clouds,03n
1613754000,2021-02-19 17:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.2,294.91,292.077,298.15,1009,,,88,3.6,200,,,,,0,800,Clear,sky is clear,01n
1613757600,2021-02-19 18:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.37,294.65,290.93,295.93,1009,,,100,3.6,190,,,,,0,800,Clear,sky is clear,01n
1613761200,2021-02-19 19:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.81,293.11,291.48,294.82,1010,,,100,4.63,200,,,,,0,800,Clear,sky is clear,01n
1613764800,2021-02-19 20:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.65,293.95,291.461,294.26,1010,,,100,3.09,190,,,,,40,802,Clouds,scattered clouds,03d
1613768400,2021-02-19 21:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.41,294.47,291.461,293.71,1011,,,100,1.84,55,,,,,52,803,Clouds,broken clouds,04d
1613772000,2021-02-19 22:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.45,292.94,290.37,295.93,1012,,,100,4.12,220,,,,,52,803,Clouds,broken clouds,04d
1613775600,2021-02-19 23:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.41,292.88,291.26,293.29,1013,,,100,4.12,200,,,,,0,800,Clear,sky is clear,01d
1613779200,2021-02-20 00:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,294.03,293.18,291.26,296.63,1013,,,83,5.14,190,,,,,0,800,Clear,sky is clear,01d
1613782800,2021-02-20 01:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.23,294.37,293.29,296.63,1012,,,73,4.63,190,,,,,0,800,Clear,sky is clear,01d
1613786400,2021-02-20 02:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.78,295.44,290.927,299.26,1011,,,69,5.66,190,,,,,47,802,Clouds,scattered clouds,03d
1613790000,2021-02-20 03:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,297.29,296.16,290.927,303.15,1011,,,69,5.66,170,,,,,47,802,Clouds,scattered clouds,03d
1613793600,2021-02-20 04:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,296.26,293.53,290.927,300.37,1011,,,64,6.69,170,,,,,47,802,Clouds,scattered clouds,03d
1613797200,2021-02-20 05:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.72,292.53,290.846,300.37,1010,,,73,8.23,190,,,,,0,800,Clear,sky is clear,01d
1613800800,2021-02-20 06:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,295.23,291.49,290.846,299.82,1010,,,73,8.75,170,,,,,0,800,Clear,sky is clear,01d
1613804400,2021-02-20 07:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,293.92,290.05,290.846,295.93,1010,,,73,8.23,180,,,,,0,800,Clear,sky is clear,01d
1613808000,2021-02-20 08:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,292.69,289.06,290.37,295.93,1011,,,82,8.23,190,,,,,33,802,Clouds,scattered clouds,03d
1613811600,2021-02-20 09:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.79,288.91,290.37,293.71,1010,,,82,6.69,190,,,,,33,802,Clouds,scattered clouds,03d
1613815200,2021-02-20 10:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.15,288.81,289.82,292.631,1011,,,88,6.17,190,,,,,33,802,Clouds,scattered clouds,03n
1613818800,2021-02-20 11:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.09,290.21,289.82,292.59,1011,,,94,4.63,180,,,,,0,800,Clear,sky is clear,01n
1613822400,2021-02-20 12:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,291.06,291.3,289.82,292.59,1011,,,100,3.6,180,,,,,0,800,Clear,sky is clear,01n
1613826000,2021-02-20 13:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.97,291.53,289.82,292.59,1010,,,100,3.09,150,,,,,0,800,Clear,sky is clear,01n
1613829600,2021-02-20 14:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.89,291.78,289.82,292.59,1010,,,100,2.57,140,,,,,89,804,Clouds,overcast clouds,04n
1613833200,2021-02-20 15:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.9,291.43,289.82,292.04,1009,,,100,3.09,170,,,,,90,804,Clouds,overcast clouds,04n
1613836800,2021-02-20 16:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.9,291.43,289.82,292.04,1009,,,100,3.09,150,,,,,90,804,Clouds,overcast clouds,04n
1613840400,2021-02-20 17:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.57,290.96,289.26,292.04,1009,,,100,3.09,150,,,,,90,804,Clouds,overcast clouds,04n
1613844000,2021-02-20 18:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,290.55,290.93,289.26,292.04,1009,,,100,3.09,170,,,,,90,804,Clouds,overcast clouds,04n
1613847600,2021-02-20 19:00:00 +0000 UTC,39600,Waurn Ponds,-38.208813,144.270915,289.92,289.69,288.15,292.04,1009,,,100,3.6,180,,,,,90,804,Clouds,overcast clouds,04n
